Daily_Usage_Hours,Sleep_Hours,Academic_Performance,Social_Interactions,Exercise_Hours,Anxiety_Level,Depression_Level,Self_Esteem,Parental_Control,Screen_Time_Before_Bed,Phone_Checks_Per_Day,Apps_Used_Daily,Time_on_Social_Media,Time_on_Gaming,Time_on_Education,Family_Communication,Weekend_Usage_Hours,Addiction_Level
3.9,6.3,98,4,1.5,8,3,7,1,1.0,84,9,1.5,0.8,1.1,8,3.7,6.5
3.0,4.2,67,0,0.8,7,8,2,1,0.2,42,19,1.1,2.6,1.4,6,6.8,9.2
7.8,8.5,71,9,1.2,6,5,10,1,0.7,41,10,2.9,3.1,0.9,2,7.4,10.0
6.5,8.0,85,8,0.8,2,5,4,0,1.0,135,13,5.0,1.8,0.6,2,7.5,10.0
1.9,6.8,99,7,1.4,1,4,3,1,1.7,80,18,2.2,0.9,1.4,4,6.0,6.8
4.6,5.2,88,9,0.6,8,10,1,1,0.7,129,15,1.1,2.0,0.4,9,8.1,10.0
7.5,5.7,70,8,0.9,4,10,5,0,1.4,52,13,1.4,1.4,1.0,8,3.5,10.0
2.4,6.2,63,2,0.5,7,8,5,0,0.9,88,5,1.1,1.8,0.9,1,4.5,5.0
7.2,9.7,74,0,0.0,4,1,4,0,1.3,140,14,2.5,0.7,0.9,8,10.7,10.0
0.0,5.7,94,2,0.6,5,5,7,1,1.4,122,18,3.2,0.9,1.7,6,5.7,7.3
1.8,6.6,75,8,0.4,2,3,4,1,0.9,67,16,1.6,1.2,0.0,6,3.1,5.8
6.2,6.2,73,4,1.2,7,8,6,0,1.1,24,16,1.8,2.9,1.1,5,9.0,10.0
2.0,7.3,58,8,1.8,3,9,1,1,2.0,92,6,1.4,1.0,0.5,10,6.9,3.8
3.1,6.8,84,3,1.4,5,5,10,1,1.4,85,7,2.2,2.3,2.1,1,8.7,7.3
8.1,7.1,77,1,0.9,7,4,8,0,0.9,22,6,3.4,0.8,1.9,4,5.6,10.0
3.0,7.3,92,3,1.1,9,8,6,1,0.4,72,13,3.5,0.5,1.6,5,5.0,7.4
3.8,6.4,78,1,0.7,6,6,8,0,1.0,25,7,2.8,2.5,1.6,3,7.0,7.8
3.9,8.4,98,7,1.1,9,2,5,1,1.2,82,8,4.1,2.0,1.6,6,11.0,9.0
5.1,4.0,98,1,0.9,10,1,7,1,0.6,138,20,1.9,3.2,1.1,6,5.2,10.0
3.8,6.3,65,10,0.3,1,5,7,0,1.5,83,18,3.1,3.7,0.9,2,5.9,10.0
5.8,6.4,53,10,3.4,7,5,2,1,0.6,100,5,2.5,0.2,0.9,6,6.9,8.3
3.9,7.2,66,5,0.0,10,10,1,1,1.0,84,13,3.9,1.6,0.0,5,4.7,10.0
8.4,6.0,88,6,2.5,3,2,2,0,0.8,77,8,1.0,2.5,2.4,4,4.4,10.0
4.8,7.7,50,8,0.9,2,4,8,1,0.9,102,8,2.2,0.6,1.7,4,8.9,7.4
3.4,7.3,82,4,0.0,6,9,2,0,0.6,51,12,2.1,0.0,0.0,1,3.0,5.3
4.7,5.2,99,7,1.2,5,4,1,1,0.2,36,16,2.6,1.6,1.6,2,0.7,10.0
6.8,7.9,97,7,2.2,3,10,9,1,0.4,126,11,2.2,2.6,0.8,10,5.9,10.0
6.7,5.2,59,6,1.0,4,1,1,1,1.5,68,16,5.0,1.1,0.4,5,2.0,10.0
1.5,9.0,95,4,0.0,8,8,3,0,0.5,84,10,3.3,2.5,1.4,1,4.6,6.5
3.8,5.5,96,3,0.4,10,1,9,1,1.3,102,15,3.1,1.5,1.2,5,6.8,10.0
3.7,6.9,65,6,0.1,2,4,10,0,1.0,149,10,1.1,0.1,1.0,6,6.1,6.4
1.5,6.3,87,1,0.9,6,1,10,1,1.4,45,8,3.1,2.8,0.7,4,8.1,6.7
6.6,7.6,61,5,1.5,6,2,2,1,0.0,28,20,3.0,1.8,1.2,2,5.4,10.0
6.6,9.1,64,10,0.9,6,1,8,0,0.8,147,10,2.8,1.0,0.9,7,7.8,10.0
4.3,7.4,72,8,0.6,3,4,9,0,1.5,32,16,4.1,0.9,1.0,3,8.0,9.4
7.8,5.5,96,8,1.6,8,1,6,0,1.1,74,18,2.7,3.2,0.0,6,6.8,10.0
7.1,6.8,86,10,1.7,4,7,8,1,0.9,45,5,4.0,0.1,1.3,7,7.1,9.7
5.3,4.5,96,8,1.5,5,5,3,1,2.0,108,18,2.3,1.2,1.3,1,4.8,10.0
5.9,7.9,77,9,1.1,1,10,8,0,1.5,132,10,1.7,0.6,0.4,3,3.6,8.9
4.5,6.0,81,8,0.1,2,7,9,1,1.2,58,18,2.1,2.5,0.9,2,4.8,10.0
5.6,9.7,95,4,0.0,8,5,4,0,1.3,128,5,0.2,1.9,0.3,2,8.3,6.4
4.5,6.8,85,0,1.7,1,5,7,0,1.1,143,7,2.1,0.7,0.7,4,6.3,8.2
6.9,6.4,85,7,0.9,6,10,4,1,1.5,124,12,1.7,0.7,0.6,6,6.6,10.0
4.5,6.4,61,7,1.2,10,6,5,1,1.4,121,15,0.9,0.7,1.4,7,6.5,8.3
7.1,8.3,55,10,1.6,3,6,7,0,0.9,29,13,3.5,2.9,1.4,1,9.2,10.0
4.9,6.7,52,10,1.3,9,3,1,0,0.1,67,10,0.8,1.8,0.6,8,6.1,7.5
4.9,6.8,58,10,0.0,10,4,3,1,1.7,72,19,1.3,2.2,1.3,2,10.6,10.0
4.8,9.1,75,2,1.4,2,7,7,1,0.4,103,16,1.6,2.4,1.0,1,5.3,9.5
7.6,7.5,61,0,2.1,4,8,4,1,0.6,100,16,2.1,2.4,0.8,7,5.6,10.0
3.2,5.9,60,5,0.7,3,9,2,0,1.6,102,19,3.0,0.2,0.0,5,4.8,9.3
5.8,9.7,90,3,0.7,9,2,10,1,0.7,133,12,2.5,1.8,1.0,8,5.6,10.0
4.3,6.6,68,3,1.4,5,7,7,0,0.8,150,6,2.4,1.4,0.0,3,9.8,9.0
6.5,4.5,90,8,2.6,4,5,6,0,1.5,82,19,2.8,2.5,1.3,3,2.0,10.0
4.3,7.8,73,7,0.0,3,4,10,1,2.0,69,15,2.7,1.5,0.6,1,7.5,9.0
3.5,5.6,86,3,1.6,1,7,3,0,0.5,65,8,0.5,1.2,0.0,2,7.6,5.3
5.9,8.1,65,8,0.3,5,10,1,1,1.8,140,17,2.3,3.2,0.5,1,7.5,10.0
2.5,3.4,87,1,1.1,7,3,2,0,1.3,55,12,3.9,1.3,3.0,8,7.9,9.5
5.5,5.7,92,7,0.6,10,10,5,0,1.2,91,12,2.3,0.9,1.4,1,3.9,10.0
4.2,6.3,51,1,1.2,1,1,4,0,0.0,27,8,1.9,1.5,0.4,8,10.6,6.6
0.0,7.1,78,3,0.3,8,10,8,0,0.4,22,14,4.0,2.3,0.3,1,7.3,6.0
8.3,3.3,54,4,0.3,1,1,3,1,0.2,75,8,2.1,2.2,1.1,9,5.8,10.0
6.1,7.6,75,8,1.7,5,1,9,0,0.4,69,18,2.3,0.5,1.4,2,8.4,10.0
4.4,6.0,98,9,1.8,8,5,4,1,1.0,95,14,3.7,1.8,1.8,3,6.8,10.0
2.2,5.5,72,4,1.4,5,1,1,0,1.1,131,5,1.9,1.5,1.7,4,4.7,6.5
7.0,8.2,68,4,0.6,3,5,7,0,1.1,148,17,3.5,2.1,1.3,1,5.4,10.0
3.8,6.8,78,7,1.4,2,9,2,1,1.2,43,7,2.0,2.3,0.7,2,8.0,7.0
5.7,6.2,99,3,0.5,6,10,1,1,1.2,36,6,3.0,1.0,0.7,2,6.4,8.5
9.1,6.0,56,7,0.1,10,1,1,1,0.0,120,9,1.5,2.3,1.5,8,3.4,10.0
2.8,7.1,64,1,0.1,4,2,4,1,0.8,109,12,3.1,1.0,1.6,7,4.6,7.9
2.2,6.0,83,2,1.4,8,1,6,1,0.5,92,16,1.1,2.0,1.0,5,4.4,7.3
7.0,5.1,96,5,1.8,2,8,4,1,0.8,142,7,3.0,2.3,0.8,10,4.7,10.0
4.8,8.6,59,5,0.7,5,6,1,1,0.6,93,9,1.6,3.0,1.7,8,6.2,8.8
7.9,9.7,84,8,1.1,3,2,1,0,0.7,47,20,4.7,1.0,0.6,6,6.8,10.0
3.9,7.0,90,2,1.0,6,5,7,1,0.5,143,16,2.4,0.3,0.0,6,5.2,9.2
5.2,6.4,61,10,2.4,5,6,8,1,0.8,136,7,2.6,3.5,0.7,1,5.7,10.0
5.9,7.4,84,8,0.6,10,2,1,0,1.5,49,12,2.0,1.7,0.2,10,4.1,9.3
2.1,4.6,57,1,1.0,3,6,7,1,1.0,86,13,2.3,2.1,0.8,9,5.4,8.5
4.3,7.8,78,8,1.6,6,1,10,1,0.9,42,19,2.0,0.0,0.8,9,7.6,7.0
5.6,6.9,96,8,0.5,10,1,1,0,1.2,87,17,3.7,0.3,0.8,10,6.5,10.0
5.0,8.5,55,9,0.3,8,4,7,0,0.7,133,5,1.8,0.1,2.2,7,6.0,6.3
6.0,6.9,77,10,0.7,4,6,5,1,0.9,54,7,2.6,0.2,2.2,5,8.2,7.8
3.3,8.7,72,9,1.4,10,4,5,1,0.0,144,9,1.7,0.6,0.7,4,10.4,5.9
4.2,8.3,81,7,1.6,9,10,8,1,0.4,96,20,1.9,3.8,0.3,10,5.3,10.0
5.0,7.1,74,9,1.7,9,9,5,1,1.0,66,18,3.1,2.2,0.2,9,9.3,10.0
7.3,4.9,73,6,0.8,10,9,8,1,1.2,33,15,2.5,0.6,0.6,3,7.0,10.0
7.0,5.0,50,9,2.1,5,10,1,0,1.3,51,19,2.5,1.8,1.8,10,7.9,10.0
3.0,3.1,66,7,0.0,3,6,9,0,1.4,33,20,3.4,1.6,1.2,6,5.5,10.0
6.1,4.6,85,4,1.4,5,2,7,1,0.1,39,5,2.6,0.4,1.2,5,5.8,8.6
3.4,4.4,85,7,0.2,9,7,7,0,0.0,51,20,2.6,0.0,2.0,6,4.7,8.8
6.3,6.9,71,3,0.4,6,9,5,0,0.8,32,17,2.5,2.8,2.3,6,4.2,10.0
4.7,8.6,73,7,1.4,10,6,8,0,0.7,115,10,2.8,1.7,0.9,6,7.3,9.2
6.1,5.3,75,6,0.4,7,8,5,0,1.8,58,12,5.0,0.2,0.9,4,5.3,10.0
5.2,5.7,53,6,0.1,5,6,4,0,1.1,24,7,3.5,0.6,0.6,2,4.8,8.3
4.4,3.0,94,3,0.0,2,1,2,1,0.2,142,8,3.4,1.0,1.3,7,7.3,10.0
3.1,6.3,59,8,2.3,6,10,2,0,0.6,39,18,3.3,2.3,1.5,2,3.0,9.9
6.1,5.8,99,7,1.7,8,7,7,0,0.2,66,19,4.2,0.0,1.3,7,8.9,10.0
7.7,3.5,71,10,0.0,2,2,5,1,0.9,32,19,4.2,2.8,1.4,5,5.6,10.0
8.1,7.8,84,8,1.0,2,5,7,0,0.9,53,10,2.0,0.0,0.5,2,7.0,9.3
5.3,8.8,99,9,0.7,4,9,3,1,1.3,119,11,0.7,2.9,1.8,4,6.2,9.1
4.0,6.0,51,2,1.0,4,6,3,1,0.3,113,20,3.7,1.9,0.0,4,7.4,10.0
4.5,6.2,97,6,0.8,3,10,10,0,1.0,90,7,3.1,0.4,0.0,8,8.9,8.1
5.4,6.1,80,10,1.3,1,5,8,1,0.8,108,13,1.3,0.7,1.2,6,1.4,9.1
5.0,5.0,77,9,0.4,7,1,8,0,0.4,124,9,3.0,1.5,0.1,9,7.5,10.0
4.5,3.1,74,7,0.8,2,8,4,1,1.2,45,12,2.2,3.0,0.7,7,5.4,10.0
2.9,8.0,76,0,1.6,4,7,6,1,0.7,128,5,1.5,0.2,0.7,4,3.6,4.2
4.5,8.7,100,2,1.9,5,10,5,0,1.0,127,6,2.7,2.4,1.0,2,5.5,9.0
7.1,7.7,99,10,0.2,3,1,9,0,0.7,96,13,5.0,1.6,1.0,7,6.7,10.0
5.4,9.2,57,0,1.6,3,5,3,0,0.1,66,14,1.7,0.1,1.1,6,8.9,6.7
5.5,9.3,57,8,1.3,2,4,10,1,0.8,119,19,2.5,1.0,0.5,6,5.1,10.0
1.9,6.3,61,1,2.0,7,3,5,0,1.0,26,20,1.6,1.7,1.9,2,8.0,6.6
3.7,7.1,64,0,1.4,3,10,5,0,0.9,148,16,2.1,2.8,1.7,7,6.2,10.0
6.7,4.6,85,7,1.2,8,7,1,1,2.1,115,5,2.2,1.7,0.9,4,4.7,10.0
4.5,5.6,95,3,0.0,1,6,4,0,1.0,27,18,2.6,1.8,0.8,4,9.2,10.0
7.8,8.0,61,1,0.5,1,3,2,1,1.1,89,18,2.9,0.5,0.8,1,8.8,10.0
4.1,6.2,61,6,0.2,3,7,10,1,1.3,46,12,2.7,2.6,0.8,1,4.4,9.6
5.0,6.1,53,0,1.6,1,4,8,0,0.6,85,5,3.5,0.8,1.1,9,6.6,9.0
1.3,7.4,77,1,0.0,8,10,4,0,1.6,106,16,2.6,1.7,0.2,2,5.9,7.2
10.6,6.7,79,6,0.2,4,5,5,0,0.5,97,20,1.0,1.8,2.2,1,7.4,10.0
4.7,5.6,65,10,2.2,8,4,5,0,1.5,125,13,3.3,0.4,0.1,10,7.9,10.0
7.1,3.8,91,7,1.4,7,4,10,0,1.3,67,5,2.7,1.2,1.0,1,4.1,10.0
7.3,3.5,83,9,0.7,5,8,6,0,1.1,20,19,2.7,0.9,1.6,8,4.4,10.0
6.6,7.0,60,0,0.5,5,2,9,1,1.1,66,13,2.6,1.1,0.1,6,6.2,10.0
4.1,5.0,54,1,0.2,7,9,9,1,0.7,31,11,3.1,0.9,0.7,8,7.7,8.4
6.6,5.4,58,6,1.7,3,10,3,1,2.3,83,9,2.7,2.8,1.7,6,6.2,10.0
4.2,7.4,98,2,1.3,10,1,8,0,0.3,65,5,3.2,1.9,1.0,7,14.0,7.9
8.2,6.9,50,6,0.9,6,7,1,0,1.2,22,7,1.4,0.7,1.4,3,3.1,8.7
6.5,4.9,90,10,1.6,8,7,4,0,1.1,46,13,3.0,1.3,0.0,9,8.7,10.0
4.3,8.4,61,10,0.0,2,1,8,1,1.1,147,9,1.9,1.1,0.0,10,4.2,7.8
4.7,4.9,90,1,1.0,3,3,5,1,1.8,101,12,2.1,1.6,1.2,6,6.4,10.0
6.6,5.4,51,3,0.7,2,3,10,1,1.5,114,11,2.1,1.9,0.9,9,4.1,10.0
5.6,8.0,70,6,0.3,7,10,8,0,1.1,128,15,2.0,2.3,0.9,3,7.2,10.0
4.4,6.1,76,2,0.8,3,2,3,1,1.4,58,7,3.6,1.0,0.7,8,6.0,8.5
3.1,5.7,53,10,0.4,3,7,5,1,0.5,46,16,3.2,2.1,0.5,3,4.6,9.7
4.3,6.7,93,8,1.1,2,10,9,0,1.9,74,12,3.1,0.2,0.5,3,2.9,8.1
7.4,4.3,97,1,1.7,4,5,5,1,1.7,69,6,1.1,1.4,0.2,5,2.3,10.0
6.2,5.2,65,9,1.0,8,3,6,0,1.0,104,8,1.7,2.6,0.9,1,6.2,10.0
4.3,5.8,88,7,2.1,10,3,6,0,0.7,126,9,2.4,1.2,0.8,3,6.0,9.3
6.5,4.7,71,5,0.0,7,2,9,0,1.0,138,13,3.6,0.5,0.5,10,5.2,10.0
3.4,8.9,86,9,1.4,7,8,6,0,2.4,43,13,2.5,2.2,1.2,3,3.4,7.1
4.9,6.8,56,1,0.9,2,7,5,1,0.6,86,11,2.8,2.0,0.7,5,8.7,10.0
8.7,5.4,86,0,0.7,1,8,6,1,0.7,141,19,2.2,0.4,0.0,4,5.2,10.0
8.2,5.3,65,6,1.7,3,10,7,1,1.3,90,10,2.6,1.7,1.5,2,4.0,10.0
5.7,6.5,69,10,0.0,3,10,3,0,0.7,57,9,3.0,0.6,0.8,10,8.0,9.0
6.6,4.6,80,9,0.8,3,4,3,1,0.8,144,6,1.4,2.3,0.8,6,6.3,10.0
4.9,4.6,59,0,2.5,10,5,5,1,1.1,94,16,3.4,0.7,1.3,1,5.7,10.0
5.8,6.3,64,9,0.5,5,1,7,1,1.1,35,12,2.8,1.4,1.3,7,7.3,10.0
7.1,7.0,83,2,1.7,5,6,2,0,0.9,75,15,2.1,1.3,0.5,9,8.3,10.0
6.3,7.6,58,2,0.5,1,6,6,0,1.3,34,5,1.4,1.8,1.9,7,5.2,7.4
5.1,5.8,71,1,1.4,5,2,3,1,0.8,133,15,3.3,0.0,1.2,9,1.0,10.0
9.0,7.1,73,5,0.4,9,5,6,1,1.9,29,19,2.5,2.5,1.1,7,5.7,10.0
4.2,8.1,78,1,1.6,9,3,7,0,0.4,110,11,4.9,1.3,0.9,1,2.2,10.0
2.9,6.2,50,1,0.6,2,8,9,0,1.5,56,5,3.0,1.1,0.8,6,5.2,6.0
3.1,4.6,90,9,0.9,5,3,5,1,1.5,85,6,1.8,3.1,1.4,8,3.2,8.6
5.5,6.5,67,10,0.9,10,2,4,0,1.8,120,14,2.8,1.1,1.8,7,3.9,10.0
6.4,5.0,74,1,2.3,1,4,5,1,0.9,66,16,1.9,2.6,0.7,4,7.6,10.0
6.0,7.7,97,6,1.8,2,10,6,1,0.8,144,13,2.3,2.4,0.7,3,6.2,10.0
4.4,7.0,91,6,1.4,4,7,5,0,0.3,104,11,4.2,1.5,0.8,6,5.0,10.0
9.3,6.8,94,0,0.0,5,2,1,1,1.2,97,12,3.1,0.1,1.2,1,5.7,10.0
3.8,8.0,70,2,1.8,4,1,1,1,1.6,70,20,4.2,0.9,1.2,5,8.0,10.0
8.5,5.0,61,10,0.0,10,5,1,1,0.4,76,18,3.2,1.6,0.8,5,4.0,10.0
2.7,5.7,76,5,1.0,1,8,6,1,1.1,60,14,0.9,0.6,0.9,9,6.1,5.4
5.7,4.8,64,1,1.0,9,10,8,1,2.0,106,13,4.5,1.5,0.0,5,8.6,10.0
5.3,6.9,51,0,0.0,9,9,4,1,1.4,143,10,2.1,1.6,1.5,4,3.5,10.0
7.9,5.1,91,2,0.1,6,5,4,1,0.7,116,13,3.1,0.4,1.8,10,3.5,10.0
7.4,7.6,58,5,0.3,9,7,6,0,1.0,129,8,4.3,0.1,1.1,4,4.2,10.0
8.4,7.7,100,1,1.9,8,3,10,1,1.6,47,14,3.4,1.5,2.2,1,4.0,10.0
2.8,6.9,77,2,1.9,8,7,4,1,1.8,93,5,1.8,3.5,0.5,2,7.8,7.5
6.8,8.6,73,6,0.0,6,5,6,1,0.9,66,20,2.3,1.4,1.0,2,5.5,10.0
5.1,3.4,96,3,0.9,2,3,3,0,1.3,104,13,2.9,0.3,1.3,10,3.3,10.0
5.8,5.3,99,6,0.8,2,4,5,0,0.4,41,18,2.3,1.6,1.5,10,4.1,10.0
6.1,7.2,72,8,0.3,6,2,9,0,0.9,140,8,1.4,1.8,0.3,3,4.7,10.0
2.7,4.5,100,10,1.2,2,10,1,1,1.1,116,12,3.2,0.2,0.2,4,1.9,8.6
7.4,5.4,83,7,1.0,8,8,7,1,1.4,75,17,1.6,1.2,2.1,4,6.5,10.0
0.9,6.3,85,3,2.5,6,7,8,1,0.6,36,8,2.5,0.5,1.9,5,3.3,3.1
3.5,6.6,74,6,2.0,10,7,1,0,1.1,126,10,2.2,0.9,0.0,1,5.1,7.8
0.9,3.8,79,0,2.4,8,7,1,1,0.8,72,18,1.6,4.0,0.5,1,6.6,9.6
6.1,4.5,83,4,1.0,10,10,7,0,1.4,41,20,2.2,1.0,2.1,7,5.5,10.0
3.4,9.2,81,8,0.8,2,6,6,0,1.0,112,14,3.6,1.6,1.6,2,6.0,9.0
3.9,9.1,100,8,1.0,9,1,3,1,1.1,116,8,3.0,1.2,1.9,8,8.9,7.5
5.0,8.7,84,0,1.4,10,3,9,1,1.6,117,14,2.5,0.9,0.0,3,6.4,9.2
7.8,6.8,98,2,1.4,10,9,3,1,0.8,39,18,1.1,0.8,1.8,8,6.0,10.0
1.3,7.7,79,7,1.2,5,6,1,0,1.3,104,10,2.4,2.7,1.7,1,9.9,6.6
8.7,7.3,66,0,1.9,6,1,9,1,1.2,95,15,3.2,0.7,0.4,2,8.8,10.0
4.2,4.8,56,0,1.3,6,3,7,1,1.2,115,14,2.4,1.9,2.0,4,9.4,10.0
5.1,10.0,95,7,1.7,10,2,7,0,1.1,67,8,2.8,1.6,1.9,2,5.6,7.4
3.5,5.3,57,0,0.0,8,3,10,0,0.8,47,19,2.8,1.2,1.6,10,5.6,9.6
5.8,6.6,63,9,1.0,2,2,10,1,0.2,48,10,0.6,1.0,0.0,4,4.7,7.1
5.8,8.4,73,4,0.0,1,10,3,1,1.1,67,6,2.1,2.6,0.4,10,7.1,8.8
3.8,7.5,63,7,0.8,6,5,5,1,1.5,83,20,2.9,0.9,0.2,6,4.7,9.5
5.9,7.6,59,0,1.5,6,1,1,1,1.5,129,20,0.4,1.3,0.9,3,6.9,10.0
5.0,6.6,97,8,0.0,2,8,6,1,1.1,116,14,2.7,2.7,0.2,7,4.8,10.0
2.0,4.1,95,10,1.3,7,6,2,1,0.7,38,7,2.0,3.0,0.7,1,6.4,7.1
4.6,4.4,88,4,0.0,4,3,5,0,1.2,45,15,3.5,1.6,0.3,10,2.2,10.0
2.4,6.3,87,0,0.0,4,4,7,0,1.7,89,5,2.8,0.3,1.8,3,3.3,5.1
5.4,7.1,100,5,1.4,10,2,4,1,1.3,58,6,2.2,3.0,0.5,2,7.1,9.4
3.7,7.3,62,1,1.0,8,4,10,1,0.1,108,5,1.8,1.7,0.0,3,0.1,6.7
2.4,4.6,80,3,2.1,6,3,8,1,1.0,22,6,4.7,2.6,1.0,4,3.2,9.0
4.7,7.7,97,1,0.0,7,10,10,0,0.8,107,18,1.9,1.5,1.0,6,4.1,10.0
6.9,6.6,76,3,0.0,3,8,3,1,0.6,24,19,0.9,1.5,0.8,6,7.2,10.0
3.7,6.1,82,0,3.1,9,2,5,0,1.0,119,14,2.7,0.5,1.0,3,5.6,9.0
4.0,6.7,57,10,1.0,9,10,9,1,1.1,123,20,3.9,1.5,0.0,9,7.7,10.0
3.7,6.6,56,5,0.9,4,8,1,0,1.1,108,20,3.5,1.6,1.2,10,3.3,10.0
4.2,6.6,85,1,0.0,1,1,8,0,1.1,46,16,4.9,0.0,0.5,4,4.4,9.9
5.0,6.9,78,8,1.2,4,8,6,0,0.9,75,13,1.7,0.5,1.0,7,6.6,7.8
8.7,5.7,65,2,0.7,6,7,1,1,0.7,38,17,3.2,0.8,1.8,6,6.6,10.0
4.2,6.3,90,8,2.6,9,4,5,0,0.4,59,8,1.8,0.0,1.8,10,10.8,5.6
3.8,4.6,93,5,0.2,3,2,8,0,1.8,64,5,2.2,3.4,0.4,7,6.7,9.4
4.4,7.0,61,1,0.0,6,4,10,0,1.3,110,20,0.7,0.0,1.7,8,0.2,7.8
4.0,7.5,51,8,1.5,10,6,10,0,0.7,47,8,1.9,2.7,2.6,8,5.4,7.4
5.1,5.1,57,9,2.0,9,8,9,0,1.2,20,9,3.0,0.4,0.8,2,3.7,8.2
4.8,5.6,84,5,1.4,7,10,3,0,1.9,95,8,2.3,2.5,0.9,8,11.2,10.0
5.5,4.7,81,3,0.6,8,9,9,0,0.4,60,7,2.7,1.6,1.7,10,5.6,10.0
3.7,7.3,97,4,0.7,7,9,1,0,1.5,147,14,3.0,1.1,1.2,4,7.1,9.9
9.4,8.0,97,5,0.8,2,6,2,1,0.7,53,11,3.6,2.5,0.7,8,6.2,10.0
5.4,9.0,50,1,0.6,6,3,9,0,0.1,20,9,1.2,2.5,1.0,9,2.0,6.8
2.4,7.7,92,10,0.9,10,6,7,0,2.2,37,19,1.8,1.9,1.8,7,4.9,6.8
6.7,7.1,82,2,0.0,6,9,3,0,0.8,56,14,1.0,1.4,1.9,3,6.9,9.5
5.7,5.1,70,3,1.5,4,1,2,1,1.3,37,6,1.2,1.2,0.0,3,3.8,7.5
4.8,8.9,89,7,0.2,10,1,10,0,1.3,57,12,2.0,1.7,0.4,5,8.0,7.6
6.2,7.6,85,9,1.5,1,1,4,1,1.6,37,11,0.7,1.9,0.9,8,8.9,7.9
5.5,7.9,90,4,0.8,6,5,5,1,1.6,26,5,2.1,0.6,0.8,5,7.9,5.8
4.8,6.4,81,10,1.1,6,5,6,1,1.1,97,11,2.2,2.0,1.1,3,4.5,9.9
6.2,6.5,99,1,0.3,9,5,1,0,0.0,23,17,1.2,2.4,2.2,9,9.0,10.0
1.1,6.0,82,3,1.8,10,9,10,0,0.7,29,6,3.0,0.3,0.9,8,8.9,3.2
3.1,8.6,57,7,1.5,3,3,7,1,1.9,69,11,1.8,1.3,1.2,8,2.7,5.5
6.8,5.2,55,0,2.0,2,10,10,0,0.8,58,16,3.4,0.6,0.3,2,7.8,10.0
4.8,5.6,82,3,0.0,9,6,9,1,1.9,106,11,3.4,1.6,0.4,6,6.1,10.0
3.0,8.5,63,1,0.8,8,9,8,1,1.0,73,8,3.3,0.0,1.0,4,3.0,5.1
8.0,5.3,68,1,0.6,2,4,3,0,0.8,106,10,1.3,0.5,1.5,8,5.9,10.0
3.3,6.5,51,9,0.1,6,4,2,1,0.7,44,20,3.2,2.3,0.0,10,1.1,10.0
8.2,8.3,56,3,1.8,4,6,3,0,1.2,80,20,2.6,2.6,1.2,4,1.6,10.0
8.5,9.2,51,8,1.1,5,2,10,1,1.3,104,12,1.4,3.0,0.7,9,6.9,10.0
6.1,6.5,82,6,0.6,4,4,4,1,1.1,95,10,2.8,2.5,2.3,1,5.1,10.0
5.5,9.8,75,0,1.5,3,1,1,1,1.0,116,16,2.9,0.5,0.5,6,4.9,9.5
7.6,8.0,73,2,0.9,4,10,9,1,0.1,140,18,2.3,1.5,3.0,9,6.6,10.0
6.7,8.2,93,10,1.2,8,10,7,1,1.1,25,14,1.3,2.1,0.8,3,4.6,9.3
5.5,5.7,98,10,0.6,9,7,10,1,0.6,93,13,4.8,0.8,0.7,8,3.3,10.0
6.3,4.7,52,7,0.7,4,8,6,1,1.4,112,7,3.9,2.7,2.7,3,4.4,10.0
4.4,9.7,71,0,3.0,9,5,6,1,0.0,73,9,2.9,1.6,1.2,5,5.2,7.3
4.0,5.8,84,1,0.7,1,6,10,1,2.4,149,20,2.9,1.8,2.2,9,5.5,10.0
1.5,6.8,60,9,0.3,5,1,7,0,0.5,114,14,1.5,3.4,0.1,3,5.7,8.1
3.6,4.4,91,7,0.5,4,4,8,1,0.8,77,10,2.1,2.3,0.8,2,2.6,9.3
6.0,5.3,98,5,0.0,10,8,5,1,1.0,34,8,0.6,1.8,0.8,8,7.8,8.0
2.6,7.0,82,10,0.6,4,1,6,0,1.4,129,7,3.4,2.7,0.0,6,6.3,9.2
4.5,5.3,82,1,1.0,10,1,7,0,0.6,83,17,2.7,1.2,1.8,10,4.8,10.0
6.2,7.1,87,5,2.2,10,1,9,1,1.8,53,15,2.1,2.2,0.6,6,9.1,10.0
2.7,6.7,99,8,0.9,5,4,8,1,1.6,45,14,2.3,1.6,1.1,3,6.8,7.0
5.1,8.1,90,5,1.3,6,10,8,1,1.5,103,15,3.4,3.2,1.5,2,7.1,10.0
5.9,8.2,71,10,1.5,2,5,4,0,1.4,41,11,3.5,2.8,1.7,6,2.0,10.0
2.1,6.0,92,8,0.8,2,2,3,1,1.0,143,19,2.0,1.9,2.3,8,4.3,9.7
4.3,5.7,53,8,0.5,5,7,9,0,1.1,35,6,3.4,0.0,1.7,3,3.9,6.8
2.9,7.1,70,6,0.8,4,6,10,1,0.6,53,8,1.3,0.5,0.5,10,8.6,3.8
3.4,9.7,71,0,2.0,4,5,3,1,1.3,30,11,0.9,1.1,2.0,8,4.4,3.4
5.4,7.3,97,3,2.5,6,2,9,0,1.0,35,19,2.3,1.6,0.0,6,5.4,10.0
3.5,5.5,62,8,1.2,8,4,8,1,0.2,125,9,2.5,2.3,1.9,2,4.5,9.9
5.9,5.3,63,5,0.7,6,3,7,0,0.4,99,5,3.6,0.3,0.5,9,6.5,10.0
